
I (4354) main_task: Returned from app_main()
I (4364) csi_recv_router: ================ CSI RECV ================
type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,data
CSI_DATA,20,11:22:33:44:55:f4,-20,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3108456,0,83,0,128,1,"[83,-80,4,0,-8,-28,-9,-28,-9,-28,-9,-28,-9,-27,-9,-27,-9,-27,-10,-27,-10,-26,-10,-26,-10,-26,-10,-25,-10,-25,-9,-25,-8,-25,-8,-24,-7,-23,-6,-23,-5,-22,-5,-21,-4,-20,-3,-19,-3,-18,-2,-18,-1,-17,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-4,-11,-3,-11,-3,-12,-3,-13,-4,-14,-3,-15,-3,-16,-3,-17,-4,-18,-4,-18,-4,-19,-4,-20,-4,-21,-4,-21,-4,-22,-5,-22,-5,-23,-5,-24,-6,-24,-6,-25,-7,-25,-7,-26,-7,-27,-8,-27,-8,-28,-8,-28]"
CSI_DATA,22,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3122076,0,83,0,128,1,"[83,-80,4,0,24,10,24,10,24,10,23,9,23,9,23,8,23,8,23,8,23,7,22,7,22,7,22,7,22,7,21,7,21,7,20,8,19,8,18,8,17,8,16,8,15,8,14,8,13,8,12,8,11,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,3,9,4,9,4,10,5,10,5,11,6,12,6,13,7,13,7,14,8,14,8,15,8,15,9,16,9,16,9,17,9,18,9,18,9,19,9,20,9,21,9,21,9,22,9,22,10,23,10,23,10]"
CSI_DATA,24,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3132007,0,83,0,128,1,"[83,-80,4,0,-1,13,-1,13,-1,13,-1,12,0,12,0,12,0,12,0,12,0,12,0,12,0,11,0,11,0,11,0,11,0,11,-1,11,-1,10,-1,10,-1,9,-1,9,-2,8,-2,8,-2,7,-2,7,-3,7,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,4,-1,5,-1,5,-1,5,-1,5,-1,6,-1,7,-1,7,-1,7,-1,8,-2,8,-2,9,-2,9,-2,9,-2,9,-2,9,-2,10,-2,10,-1,10,-1,11,-1,11,-1,11,-1,12,-1,12,-1,12,0,13]"
CSI_DATA,26,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3137863,0,83,0,128,1,"[83,-80,4,0,-12,24,-12,23,-12,23,-12,23,-11,23,-11,23,-10,23,-10,23,-10,23,-9,22,-9,23,-9,22,-9,22,-9,21,-10,21,-10,20,-10,19,-10,18,-10,17,-10,16,-10,15,-10,14,-10,13,-10,12,-10,11,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-5,9,-5,9,-6,9,-6,10,-6,10,-7,11,-8,12,-8,13,-9,13,-9,14,-10,14,-10,15,-10,16,-11,16,-11,16,-11,17,-11,18,-11,18,-11,19,-12,20,-12,20,-11,21,-11,22,-11,22,-11,23,-11,23]"
CSI_DATA,28,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3147846,0,83,0,128,1,"[83,-80,4,0,5,-27,5,-27,5,-27,5,-26,4,-26,4,-26,4,-26,3,-26,3,-25,3,-25,3,-25,3,-25,2,-24,2,-24,3,-23,3,-23,4,-22,4,-21,4,-20,4,-19,5,-18,5,-17,5,-16,6,-15,6,-14,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,-10,2,-11,3,-11,3,-11,3,-12,4,-13,4,-14,5,-15,5,-16,5,-16,6,-17,6,-17,7,-18,7,-19,7,-19,6,-20,6,-21,6,-21,6,-22,6,-23,5,-23,5,-24,6,-25,6,-25,6,-26,6,-27]"
CSI_DATA,30,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3155194,0,83,0,128,1,"[83,-80,4,0,-4,-30,-5,-30,-5,-30,-5,-29,-5,-29,-5,-28,-6,-28,-6,-28,-6,-28,-6,-28,-7,-27,-7,-27,-6,-27,-6,-26,-5,-26,-5,-25,-4,-25,-3,-24,-3,-23,-2,-22,-2,-21,-1,-20,0,-19,0,-18,1,-18,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-2,-11,-2,-12,-2,-13,-2,-13,-1,-14,-1,-15,-1,-17,-1,-18,-1,-18,-1,-19,-1,-20,-1,-21,-1,-22,-1,-22,-1,-23,-1,-23,-1,-24,-2,-25,-2,-26,-3,-26,-3,-27,-3,-28,-4,-28,-4,-28,-4,-29,-4,-30]"
CSI_DATA,32,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3165059,0,83,0,128,1,"[83,-80,4,0,-10,-54,-10,-54,-10,-53,-10,-52,-11,-51,-12,-51,-12,-51,-12,-51,-12,-50,-12,-49,-13,-48,-13,-47,-13,-46,-13,-46,-11,-45,-10,-44,-9,-43,-8,-42,-7,-40,-6,-38,-5,-36,-4,-35,-3,-33,-1,-32,0,-31,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,-2,-20,-2,-21,-2,-22,-2,-23,-2,-25,-2,-27,-2,-29,-2,-31,-2,-33,-2,-34,-2,-35,-1,-37,-1,-38,-1,-39,-2,-40,-3,-42,-4,-44,-4,-45,-5,-46,-6,-47,-7,-48,-8,-50,-8,-52,-8,-52,-9,-52,-9,-54]"
CSI_DATA,34,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3175351,0,83,0,128,1,"[83,-80,4,0,-12,25,-12,25,-11,24,-11,24,-11,24,-10,24,-10,24,-9,24,-9,24,-9,24,-9,23,-9,23,-9,22,-9,22,-9,21,-9,21,-10,20,-10,19,-10,18,-10,17,-10,15,-10,14,-10,13,-10,12,-10,12,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-4,9,-5,9,-5,10,-6,10,-6,11,-7,12,-7,13,-8,13,-9,14,-9,15,-9,15,-10,16,-10,16,-11,17,-11,17,-11,18,-11,19,-11,19,-11,20,-11,21,-11,21,-11,22,-11,23,-11,23,-11,24,-11,25]"
CSI_DATA,36,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3185136,0,83,0,128,1,"[83,-80,4,0,-22,-13,-22,-13,-22,-13,-22,-13,-22,-12,-22,-12,-22,-12,-21,-11,-21,-10,-21,-10,-22,-10,-22,-10,-21,-10,-20,-10,-20,-10,-19,-10,-18,-10,-17,-10,-16,-11,-15,-10,-14,-10,-14,-10,-13,-9,-12,-10,-11,-10,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-8,-5,-9,-6,-9,-6,-9,-7,-10,-7,-11,-8,-11,-9,-12,-9,-12,-10,-13,-10,-13,-11,-14,-11,-14,-11,-15,-12,-15,-12,-16,-12,-16,-12,-17,-12,-18,-13,-18,-13,-19,-13,-20,-13,-20,-13,-21,-12,-21,-12,-22,-12]"
CSI_DATA,38,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3195313,0,83,0,128,1,"[83,-80,4,0,-52,22,-52,22,-51,22,-51,22,-50,22,-50,22,-49,22,-48,23,-47,23,-46,23,-46,23,-46,23,-45,22,-44,20,-44,19,-43,18,-41,17,-40,16,-39,14,-37,12,-36,11,-35,9,-33,7,-32,6,-31,5,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,-19,8,-20,8,-21,8,-23,9,-25,9,-26,9,-28,10,-30,10,-32,11,-34,11,-35,12,-36,12,-38,12,-39,13,-40,13,-40,14,-42,15,-43,16,-45,17,-46,18,-47,19,-48,21,-49,21,-50,21,-52,22,-53,24]"
CSI_DATA,40,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3210675,0,83,0,128,1,"[83,-80,4,0,23,15,23,15,23,15,23,15,23,14,23,13,23,13,23,13,23,13,22,12,22,12,22,12,22,12,21,12,21,12,20,12,19,12,18,12,17,12,16,12,15,11,14,11,12,11,11,11,10,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,6,8,6,9,6,9,7,10,8,11,9,12,9,12,10,13,11,13,12,13,12,14,13,14,13,15,13,15,13,16,14,17,14,18,14,19,14,20,14,20,14,21,14,22,15,22,15,22,15,22,15]"
CSI_DATA,42,11:22:33:44:55:f4,-18,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3224710,0,83,0,128,1,"[83,-80,4,0,19,21,19,21,19,21,19,21,19,20,19,19,19,19,19,19,19,18,19,18,19,18,19,18,18,17,18,18,17,18,16,17,15,17,14,17,13,17,12,16,11,15,10,15,9,14,8,14,7,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,8,7,8,7,9,8,9,8,10,9,11,9,12,10,13,10,14,11,15,11,15,11,16,11,17,12,17,12,17,13,18,13,18,14,19,15,19,16,19,17,19,17,20,17,20,18,21,18,21,19,22]"
CSI_DATA,44,11:22:33:44:55:f4,-18,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3230609,0,83,0,128,1,"[83,-80,4,0,14,0,14,0,14,0,14,0,14,0,13,-1,13,-1,13,-1,13,-1,13,-1,13,-2,13,-2,12,-1,12,-1,12,-1,12,-1,11,-1,11,0,10,0,10,0,9,0,9,0,8,1,8,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0,6,0,6,1,7,1,7,1,8,1,8,1,9,1,9,1,9,1,10,1,10,2,10,2,10,1,11,1,11,1,12,1,12,1,12,1,13,1,13,0,13,0,14,0,14,1]"
CSI_DATA,46,11:22:33:44:55:f4,-18,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3235866,0,83,0,128,1,"[83,-80,4,0,5,-54,5,-53,5,-53,5,-52,4,-51,3,-51,2,-51,2,-51,2,-51,2,-50,2,-49,2,-48,1,-47,1,-47,2,-45,3,-44,3,-43,4,-41,4,-40,5,-37,5,-35,6,-33,7,-31,8,-30,9,-29,2,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,-20,3,-21,3,-22,4,-23,4,-25,5,-27,5,-29,6,-30,6,-32,7,-33,7,-34,8,-36,8,-37,9,-38,8,-39,8,-40,8,-42,8,-44,7,-45,6,-46,5,-48,5,-50,6,-51,6,-51,6,-51,7,-53]"
CSI_DATA,48,11:22:33:44:55:f4,-18,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3246995,0,83,0,128,1,"[83,-80,4,0,19,-23,19,-24,18,-23,18,-23,18,-23,17,-23,17,-23,16,-23,16,-23,16,-23,16,-23,16,-23,15,-22,15,-22,16,-21,16,-20,15,-19,15,-18,15,-17,15,-16,14,-14,14,-13,14,-12,13,-11,13,-10,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-9,7,-10,8,-10,8,-11,9,-11,10,-12,11,-13,11,-13,12,-14,13,-14,13,-15,14,-15,15,-16,15,-16,16,-16,16,-17,16,-18,16,-19,17,-19,17,-20,17,-21,17,-22,18,-22,18,-22,18,-23,19,-24]"
CSI_DATA,50,11:22:33:44:55:f4,-18,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3258723,0,83,0,128,1,"[83,-80,4,0,-21,18,-21,18,-20,18,-20,18,-20,18,-19,18,-19,18,-18,18,-18,18,-18,18,-17,18,-17,18,-17,17,-17,17,-17,16,-17,16,-16,15,-16,14,-16,13,-16,12,-15,11,-15,10,-14,9,-14,8,-14,7,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-8,7,-9,7,-9,7,-10,7,-11,7,-11,8,-12,9,-13,9,-14,10,-15,10,-15,10,-16,11,-16,11,-17,11,-17,12,-17,12,-18,13,-18,13,-19,14,-19,15,-19,15,-19,16,-20,17,-20,18,-19,18,-19,18]"
CSI_DATA,52,11:22:33:44:55:f4,-18,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3267108,0,83,0,128,1,"[83,-80,4,0,18,20,18,20,18,19,18,19,18,18,18,18,18,18,18,18,18,17,18,17,18,16,18,16,17,16,17,16,16,17,15,16,14,16,13,16,13,15,12,15,11,14,10,14,9,13,8,13,7,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,7,7,7,8,8,9,8,9,8,10,9,11,9,12,10,13,10,13,10,14,11,15,11,15,12,16,12,16,12,16,13,17,13,17,14,17,15,18,16,18,17,18,17,19,17,19,18,19,19,20]"
CSI_DATA,54,11:22:33:44:55:f4,-18,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3277863,0,83,0,128,1,"[83,-80,4,0,-22,-18,-22,-18,-22,-18,-22,-17,-22,-17,-22,-17,-21,-16,-21,-16,-21,-16,-21,-15,-21,-15,-21,-14,-21,-14,-20,-15,-20,-15,-19,-15,-18,-15,-17,-15,-16,-15,-15,-14,-14,-14,-13,-13,-12,-13,-11,-13,-10,-13,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-9,-7,-9,-8,-9,-8,-10,-9,-10,-9,-11,-10,-11,-11,-12,-12,-12,-13,-13,-13,-13,-14,-14,-14,-14,-15,-15,-15,-15,-16,-16,-16,-16,-16,-17,-16,-18,-16,-18,-17,-19,-17,-20,-17,-20,-18,-21,-18,-22,-18,-22,-18]"
CSI_DATA,56,11:22:33:44:55:f4,-18,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3287301,0,83,0,128,1,"[83,-80,4,0,11,-26,11,-26,11,-26,11,-25,10,-25,10,-25,9,-25,9,-25,9,-25,8,-25,8,-25,8,-25,8,-24,8,-23,8,-23,9,-22,9,-21,9,-21,9,-19,9,-18,9,-17,9,-16,9,-14,9,-14,9,-13,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,4,-10,4,-10,5,-11,5,-11,6,-12,6,-13,7,-14,8,-15,8,-15,9,-16,9,-16,10,-17,10,-17,11,-18,11,-18,10,-19,10,-20,11,-21,11,-21,11,-22,11,-23,11,-23,11,-24,11,-25,11,-25,11,-26]"
CSI_DATA,58,11:22:33:44:55:f4,-18,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3295329,0,83,0,128,1,"[83,-80,4,0,8,-56,7,-56,7,-55,7,-54,6,-54,5,-54,5,-54,4,-54,4,-53,4,-52,4,-52,4,-51,3,-49,3,-49,4,-48,5,-46,6,-45,6,-43,7,-41,7,-39,8,-36,8,-34,9,-32,10,-31,11,-30,2,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,3,-21,3,-22,4,-23,4,-24,5,-26,6,-28,6,-30,7,-32,7,-33,8,-35,9,-36,10,-37,10,-39,11,-40,10,-41,9,-42,9,-44,9,-46,9,-47,8,-48,8,-50,8,-52,8,-53,8,-54,8,-54,8,-56]"
CSI_DATA,60,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3305434,0,83,0,128,1,"[83,-80,4,0,1,-29,1,-29,1,-29,0,-28,0,-28,-1,-28,-1,-28,-1,-28,-1,-28,-2,-27,-2,-27,-2,-26,-2,-26,-2,-26,-1,-25,-1,-24,0,-24,0,-23,1,-22,1,-21,1,-20,2,-19,2,-18,3,-17,4,-16,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-11,1,-11,1,-12,1,-12,2,-13,2,-14,2,-15,2,-16,3,-17,3,-18,3,-18,4,-19,4,-20,4,-20,4,-21,3,-22,3,-23,3,-24,2,-24,2,-25,2,-25,2,-26,2,-27,2,-28,1,-28,1,-29]"
CSI_DATA,62,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3315271,0,83,0,128,1,"[83,-80,4,0,-19,21,-19,21,-18,21,-18,21,-18,21,-18,21,-17,21,-17,21,-16,21,-16,21,-16,21,-16,21,-16,20,-16,20,-16,19,-16,18,-16,17,-16,16,-16,15,-15,14,-15,12,-14,11,-14,10,-14,10,-14,9,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-7,7,-7,8,-8,8,-9,9,-9,9,-10,10,-11,11,-12,11,-12,12,-13,12,-13,13,-14,13,-14,14,-15,14,-15,14,-16,15,-16,16,-16,16,-17,17,-17,18,-17,18,-17,19,-17,20,-18,21,-18,21,-18,22]"
CSI_DATA,64,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3325890,0,83,0,128,1,"[83,-80,4,0,-17,-24,-17,-24,-17,-23,-17,-23,-18,-23,-18,-22,-18,-22,-18,-22,-18,-21,-18,-21,-18,-21,-18,-20,-18,-20,-17,-20,-16,-20,-15,-19,-15,-19,-14,-19,-13,-19,-12,-18,-11,-17,-10,-16,-9,-16,-8,-16,-7,-16,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-6,-9,-6,-10,-6,-10,-7,-11,-7,-12,-7,-13,-7,-14,-8,-15,-8,-16,-9,-16,-9,-17,-9,-18,-10,-18,-10,-19,-10,-19,-11,-20,-11,-20,-12,-20,-13,-21,-14,-21,-14,-21,-15,-22,-15,-23,-16,-23,-17,-23,-17,-24]"
CSI_DATA,66,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3337316,0,83,0,128,1,"[83,-80,4,0,-23,-19,-23,-18,-22,-18,-22,-18,-23,-18,-23,-17,-23,-17,-22,-17,-22,-16,-22,-16,-22,-16,-23,-15,-22,-15,-21,-16,-20,-16,-19,-15,-18,-15,-17,-16,-16,-15,-15,-15,-14,-15,-13,-14,-12,-14,-11,-14,-10,-14,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-9,-7,-9,-7,-9,-8,-10,-8,-10,-9,-11,-10,-11,-11,-12,-11,-13,-12,-13,-12,-14,-13,-14,-14,-15,-14,-15,-15,-16,-15,-16,-15,-17,-16,-18,-16,-18,-16,-19,-16,-20,-16,-20,-17,-21,-17,-22,-17,-23,-18,-24,-18]"
CSI_DATA,68,11:22:33:44:55:f4,-19,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3345071,0,83,0,128,1,"[83,-80,4,0,-42,31,-41,31,-41,31,-41,31,-40,30,-40,30,-39,30,-38,31,-37,30,-37,30,-37,30,-37,30,-36,29,-35,28,-35,26,-35,24,-34,23,-33,22,-33,20,-32,18,-31,16,-30,14,-29,13,-28,11,-27,10,-7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,-14,11,-15,12,-16,12,-17,13,-18,13,-20,14,-21,15,-23,16,-25,17,-26,18,-27,18,-28,19,-30,20,-31,20,-32,21,-32,22,-32,24,-34,25,-35,26,-36,26,-37,27,-37,29,-38,30,-39,30,-40,32,-41,33]"
